debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,derived_sex,applicant_ethnicity-1,derived_race,co-applicant_ethnicity-1,applicant_sex_observed,action_taken,purchaser_type,preapproval,tract_minority_population_percent,loan_type,loan_purpose,tract_population,income,ffiec_msa_md_median_family_income,tract_median_age_of_housing_units,applicant_age,applicant_age_above_62,co-applicant_age_above_62,loan_amount,action_taken_final
44,1,10,Female,2.0,White,5.0,2,1,3,2,37.95,1,32,2287,54.0,72800,18,45-54,No,,155000.0,Approved
42,9,2,Joint,2.0,Black or African American,2.0,2,1,3,2,98.94,1,32,2921,38.0,72800,65,55-64,No,No,85000.0,Approved
30%-<36%,9,1,Joint,3.0,Race Not Available,3.0,2,1,0,2,16.53,1,32,2172,327.0,72800,36,45-54,No,No,185000.0,Approved
20%-<30%,2,10,Male,2.0,White,5.0,2,1,1,2,28.85,1,31,4540,54.0,72800,46,55-64,No,,85000.0,Approved
49,3,10,Male,2.0,White,5.0,2,3,0,2,72.92,1,31,2441,45.0,72800,66,55-64,Yes,,65000.0,Denied
30%-<36%,9,2,Joint,3.0,Race Not Available,3.0,2,1,3,2,16.03,1,31,3082,83.0,72800,50,45-54,No,No,105000.0,Approved
30%-<36%,9,2,Joint,2.0,White,2.0,2,1,0,2,23.96,1,1,4624,163.0,72800,64,45-54,No,No,155000.0,Approved
49,2,10,Male,2.0,Black or African American,5.0,2,1,0,2,96.34,1,1,1858,90.0,72800,71,45-54,No,,55000.0,Approved
<20%,9,1,Joint,2.0,White,2.0,2,1,3,2,65.36,1,31,3352,86.0,72800,63,45-54,No,No,65000.0,Approved
,9,9,Male,2.0,White,5.0,2,1,2,2,27.58,3,31,3963,,72800,62,65-74,Yes,,65000.0,Approved
>60%,2,10,Female,,Black or African American,5.0,2,3,0,2,85.39,1,31,3948,15.0,72800,24,55-64,Yes,,85000.0,Denied
30%-<36%,3,10,Male,2.0,White,5.0,2,1,3,2,21.02,1,31,2626,46.0,72800,66,65-74,Yes,,115000.0,Approved
36,1,10,Male,2.0,Black or African American,5.0,2,1,1,2,15.52,1,31,2732,77.0,72800,55,55-64,Yes,,165000.0,Approved
<20%,1,10,Female,2.0,Black or African American,5.0,2,1,3,2,97.86,1,32,1026,35.0,72800,73,55-64,No,,45000.0,Approved
20%-<30%,2,10,Male,1.0,Race Not Available,5.0,2,1,3,2,22.05,1,31,2562,65.0,72800,63,45-54,No,,85000.0,Approved
44,3,10,Male,2.0,White,5.0,2,1,3,2,25.74,1,32,5929,27.0,72800,64,55-64,Yes,,85000.0,Approved
38,3,10,Female,2.0,White,5.0,2,1,1,2,18.98,1,32,2566,29.0,72800,66,45-54,No,,65000.0,Approved
40,9,2,Joint,3.0,White,3.0,2,1,1,2,16.67,1,31,2405,56.0,72800,47,55-64,No,Yes,165000.0,Approved
<20%,3,10,Male,3.0,White,5.0,2,1,3,2,18.06,1,32,4702,100.0,72800,74,45-54,No,,155000.0,Approved
30%-<36%,9,1,Joint,2.0,Black or African American,2.0,2,1,3,2,92.97,1,32,1792,51.0,72800,67,65-74,Yes,Yes,75000.0,Approved
30%-<36%,3,9,Joint,2.0,Joint,2.0,2,1,3,2,82.52,1,32,3330,175.0,72800,0,45-54,No,No,245000.0,Approved
<20%,9,1,Joint,2.0,White,2.0,2,1,3,2,50.19,1,32,8340,290.0,72800,15,45-54,No,No,325000.0,Approved
20%-<30%,3,10,Male,3.0,Race Not Available,5.0,2,1,1,2,21.74,1,32,2695,74.0,72800,64,35-44,No,,85000.0,Approved
30%-<36%,1,9,Joint,2.0,White,2.0,2,1,3,2,52.49,1,31,2766,71.0,72800,69,35-44,No,No,65000.0,Approved
,9,9,Male,2.0,Black or African American,5.0,2,4,0,2,33.57,1,1,6131,130.0,72800,24,45-54,No,,645000.0,Approved
48,1,10,Male,2.0,American Indian or Alaska Native,5.0,2,1,3,2,33.64,1,32,5173,28.0,72800,66,>74,Yes,,95000.0,Approved
20%-<30%,2,10,Female,2.0,White,5.0,2,1,1,2,17.11,1,32,7844,108.0,72800,23,45-54,No,,195000.0,Approved
36,1,10,Male,2.0,White,5.0,2,1,3,2,32.05,1,32,3529,32.0,72800,41,55-64,Yes,,115000.0,Approved
45,3,10,Female,2.0,White,5.0,2,1,3,2,29.71,1,32,5708,21.0,72800,38,65-74,Yes,,105000.0,Approved
50%-60%,9,2,Joint,3.0,Race Not Available,3.0,2,3,0,2,18.57,1,31,3759,90.0,72800,70,25-34,No,No,135000.0,Denied
44,1,10,Male,3.0,Race Not Available,5.0,2,1,3,2,34.68,1,31,4819,104.0,72800,37,65-74,Yes,,185000.0,Approved
20%-<30%,3,10,Male,2.0,White,5.0,2,1,1,2,26.66,1,31,4055,268.0,72800,0,55-64,No,,225000.0,Approved
20%-<30%,9,1,Joint,1.0,Free Form Text Only,1.0,2,1,1,2,32.05,1,31,3529,115.0,72800,41,45-54,No,No,165000.0,Approved
,9,9,Male,2.0,White,5.0,2,5,0,2,20.31,1,31,4820,99.0,72800,54,35-44,No,,235000.0,Approved
30%-<36%,9,3,Joint,2.0,White,2.0,2,1,3,2,37.95,1,32,2287,61.0,72800,18,65-74,Yes,No,145000.0,Approved
30%-<36%,1,10,Male,2.0,White,5.0,2,1,0,2,95.94,1,1,2490,203.0,72800,0,55-64,Yes,,175000.0,Approved
30%-<36%,9,2,Joint,2.0,White,2.0,2,1,1,2,40.44,1,32,5722,65.0,72800,44,35-44,No,No,155000.0,Approved
30%-<36%,9,1,Joint,2.0,White,2.0,2,1,3,2,15.5,1,32,3451,66.0,72800,61,35-44,No,No,125000.0,Approved
38,9,3,Joint,2.0,White,2.0,2,1,3,2,9.79,1,4,4431,70.0,72800,53,65-74,Yes,Yes,105000.0,Approved
20%-<30%,9,3,Joint,2.0,White,2.0,2,1,3,2,14.84,1,32,3908,125.0,72800,67,45-54,No,No,115000.0,Approved
,9,9,Joint,3.0,Race Not Available,3.0,2,5,0,2,7.6,1,32,3340,120.0,72800,52,45-54,No,No,145000.0,Approved
,9,9,Male,2.0,White,5.0,2,5,0,2,11.39,1,31,5347,143.0,72800,65,25-34,No,,485000.0,Approved
>60%,9,2,Joint,2.0,White,2.0,2,3,0,2,9.61,1,32,5817,38.0,72800,76,65-74,Yes,Yes,155000.0,Denied
45,2,10,Female,2.0,White,5.0,2,1,3,2,30.69,1,32,4206,65.0,72800,65,35-44,No,,105000.0,Approved
20%-<30%,9,3,Joint,2.0,Joint,2.0,2,1,1,2,12.76,1,1,1975,,72800,65,35-44,No,No,535000.0,Approved
,9,9,Female,2.0,Black or African American,5.0,2,4,0,2,35.36,1,32,2036,37.0,72800,45,65-74,Yes,,125000.0,Approved
20%-<30%,2,10,Male,2.0,White,5.0,2,3,0,2,49.07,1,31,3691,90.0,72800,42,25-34,No,,175000.0,Denied
47,3,10,Female,2.0,Black or African American,5.0,2,1,3,2,54.59,1,32,3290,73.0,72800,25,55-64,No,,155000.0,Approved
,9,9,Male,2.0,Black or African American,5.0,2,4,0,2,36.41,3,1,3057,69.0,72800,64,25-34,No,,135000.0,Approved
,9,9,Male,2.0,White,5.0,2,4,0,2,15.65,1,31,2504,134.0,72800,65,45-54,No,,85000.0,Approved
,9,9,Joint,2.0,White,2.0,2,4,0,2,11.49,1,31,4056,171.0,72800,54,35-44,No,No,195000.0,Approved
,9,9,Male,2.0,White,5.0,2,5,0,2,35.63,1,31,3023,116.0,72800,44,35-44,No,,265000.0,Approved
45,1,10,Male,2.0,White,5.0,2,1,3,2,11.33,1,32,7155,31.0,72800,62,55-64,No,,155000.0,Approved
,9,9,Joint,2.0,White,2.0,2,4,0,2,11.16,1,31,4588,580.0,72800,72,35-44,No,No,605000.0,Approved
50%-60%,2,10,Male,1.0,Race Not Available,5.0,2,3,0,2,16.67,1,31,2405,50.0,72800,47,45-54,No,,105000.0,Denied
30%-<36%,2,10,Male,2.0,Black or African American,5.0,2,1,3,2,47.61,1,31,3806,32.0,72800,55,55-64,No,,85000.0,Approved
<20%,3,10,Sex Not Available,3.0,Race Not Available,5.0,2,3,0,2,26.79,1,31,3598,220.0,72800,36,35-44,No,,285000.0,Denied
>60%,3,10,Male,3.0,Race Not Available,5.0,2,3,0,2,54.59,1,31,3290,75.0,72800,25,45-54,No,,45000.0,Denied
,9,9,Female,1.0,White,5.0,2,4,0,2,39.63,1,4,5319,30.0,72800,74,>74,Yes,,55000.0,Approved
39,9,2,Joint,2.0,White,2.0,2,3,0,2,14.35,1,32,2710,145.0,72800,65,25-34,No,No,155000.0,Denied
20%-<30%,1,10,Female,2.0,Black or African American,5.0,2,3,0,2,63.22,1,32,3404,48.0,72800,63,25-34,No,,85000.0,Denied
<20%,3,10,Male,3.0,White,5.0,2,3,0,2,33.57,1,32,6131,250.0,72800,24,45-54,No,,425000.0,Denied
,9,9,Joint,2.0,White,2.0,2,4,0,2,16.53,1,1,2172,67.0,72800,36,>74,Yes,Yes,205000.0,Approved
48,1,10,Male,2.0,White,5.0,2,3,0,2,14.35,1,32,2710,96.0,72800,65,25-34,No,,175000.0,Denied
38,1,10,Male,14.0,White,5.0,2,1,1,2,29.2,1,32,3705,78.0,72800,63,55-64,No,,105000.0,Approved
46,2,10,Male,2.0,White,5.0,2,1,1,2,28.92,1,31,3721,41.0,72800,55,25-34,No,,135000.0,Approved
44,1,10,Female,2.0,White,5.0,2,1,3,2,30.75,1,31,2689,42.0,72800,36,45-54,No,,135000.0,Approved
30%-<36%,1,9,Joint,3.0,White,3.0,2,3,0,2,14.25,1,32,2477,77.0,72800,23,65-74,Yes,Yes,195000.0,Denied
,9,9,Joint,2.0,White,2.0,2,4,0,2,45.43,1,31,1358,221.0,72800,0,55-64,No,No,235000.0,Approved
38,2,10,Female,3.0,Race Not Available,5.0,2,1,3,2,19.42,1,31,4614,129.0,72800,67,45-54,No,,75000.0,Approved
49,1,10,Male,2.0,White,5.0,2,1,3,2,18.23,1,1,3945,143.0,72800,0,25-34,No,,575000.0,Approved
>60%,1,10,Male,2.0,White,5.0,2,3,0,2,14.34,1,1,4875,0.0,72800,63,25-34,No,,105000.0,Denied
<20%,9,9,Female,2.0,Black or African American,5.0,2,3,0,2,98.01,1,1,2769,65.0,72800,73,<25,No,,25000.0,Denied
,2,10,Male,3.0,Race Not Available,5.0,2,3,0,2,72.92,1,4,2441,37.0,72800,66,45-54,No,,155000.0,Denied
30%-<36%,2,10,Female,2.0,White,5.0,2,3,0,2,39.94,1,32,1928,69.0,72800,43,45-54,No,,205000.0,Denied
,9,9,Male,3.0,Black or African American,5.0,2,4,0,2,92.02,1,31,3319,42.0,72800,0,65-74,Yes,,85000.0,Approved
,9,9,Female,2.0,Black or African American,5.0,2,4,0,2,43.22,1,32,3022,62.0,72800,50,45-54,No,,205000.0,Approved
50%-60%,1,10,Female,2.0,Black or African American,5.0,2,3,0,2,70.82,1,32,5518,24.0,72800,68,45-54,No,,55000.0,Denied
<20%,2,10,Male,2.0,White,5.0,2,3,0,2,79.89,1,32,5360,151.0,72800,63,55-64,No,,255000.0,Denied
,9,9,Male,2.0,White,5.0,2,4,0,2,20.31,1,31,4820,42.0,72800,54,65-74,Yes,,145000.0,Approved
44,1,10,Female,2.0,White,5.0,2,1,3,2,14.29,1,32,2680,71.0,72800,44,65-74,Yes,,175000.0,Approved
20%-<30%,1,10,Male,1.0,Race Not Available,5.0,2,1,1,2,18.72,1,32,3804,52.0,72800,67,35-44,No,,105000.0,Approved
<20%,3,10,Sex Not Available,3.0,Race Not Available,5.0,2,1,3,2,98.23,1,32,2255,85.0,72800,76,45-54,No,,45000.0,Approved
,9,9,Female,2.0,White,5.0,2,4,0,2,20.22,1,32,4361,135.0,72800,64,45-54,No,,135000.0,Approved
42,3,9,Joint,2.0,White,2.0,2,1,3,2,18.23,1,32,3945,116.0,72800,0,45-54,No,No,325000.0,Approved
20%-<30%,9,2,Joint,2.0,Joint,2.0,2,1,3,2,11.9,1,31,4321,210.0,72800,46,55-64,No,No,465000.0,Approved
<20%,3,10,Female,2.0,White,5.0,2,3,0,2,50.03,1,32,4849,75.0,72800,34,55-64,No,,135000.0,Denied
20%-<30%,3,10,Female,2.0,White,5.0,2,1,3,2,13.49,1,32,2594,54.0,72800,72,35-44,No,,65000.0,Approved
,9,9,Joint,2.0,Black or African American,2.0,2,4,0,2,28.83,1,32,2511,108.0,72800,53,65-74,Yes,Yes,95000.0,Approved
30%-<36%,9,3,Joint,2.0,White,2.0,2,3,0,2,32.05,1,32,3529,91.0,72800,41,35-44,No,No,85000.0,Denied
20%-<30%,3,10,Female,2.0,White,5.0,2,1,3,2,10.52,1,32,2729,96.0,72800,68,55-64,No,,135000.0,Approved
<20%,9,9,Male,1.0,Race Not Available,5.0,2,3,0,2,38.84,1,32,4006,66.0,72800,64,55-64,No,,75000.0,Denied
<20%,1,9,Joint,2.0,Asian,2.0,2,3,0,2,50.19,1,1,8340,275.0,72800,15,25-34,No,No,645000.0,Denied
44,1,10,Female,2.0,Black or African American,5.0,2,3,0,2,32.05,1,32,3529,104.0,72800,41,45-54,No,,135000.0,Denied
,9,9,Female,2.0,White,5.0,2,4,0,2,12.06,1,31,3863,86.0,72800,62,55-64,No,,95000.0,Approved
20%-<30%,3,10,Male,1.0,White,5.0,2,3,0,2,40.8,1,31,3591,50.0,72800,68,35-44,No,,75000.0,Denied
<20%,2,10,Male,3.0,Race Not Available,5.0,2,1,3,2,47.61,1,32,3806,62.0,72800,55,35-44,No,,65000.0,Approved
,9,9,Male,2.0,White,5.0,2,4,0,2,25.97,1,1,3562,102.0,72800,35,55-64,No,,125000.0,Approved
30%-<36%,1,10,Female,2.0,White,5.0,2,1,1,2,11.49,1,32,4056,126.0,72800,54,55-64,Yes,,155000.0,Approved
40,9,2,Joint,2.0,White,2.0,2,1,3,2,10.77,1,32,1810,183.0,72800,60,55-64,No,No,255000.0,Approved
20%-<30%,1,10,Male,2.0,White,5.0,2,1,1,2,17.32,1,4,2494,62.0,72800,65,55-64,No,,125000.0,Approved
20%-<30%,1,9,Joint,2.0,White,2.0,2,1,3,2,20.5,1,32,2385,81.0,72800,66,35-44,No,No,115000.0,Approved
20%-<30%,9,1,Joint,2.0,Joint,2.0,2,1,3,2,43.82,1,31,5157,117.0,72800,65,35-44,No,No,95000.0,Approved
42,1,10,Female,3.0,White,5.0,2,1,1,2,11.9,1,32,4321,52.0,72800,46,45-54,No,,185000.0,Approved
,9,9,Male,2.0,White,5.0,2,4,0,2,19.26,1,31,3437,147.0,72800,66,55-64,No,,105000.0,Approved
30%-<36%,2,10,Female,2.0,Black or African American,5.0,2,3,0,2,63.22,1,32,3404,44.0,72800,63,25-34,No,,85000.0,Denied
30%-<36%,2,10,Male,1.0,White,5.0,2,1,3,2,20.65,1,32,2712,56.0,72800,67,45-54,No,,115000.0,Approved
,9,3,Joint,1.0,White,2.0,2,3,0,2,59.69,1,31,7088,144.0,72800,47,45-54,No,Yes,75000.0,Denied
43,3,10,Female,1.0,Race Not Available,5.0,2,1,3,2,21.74,1,32,2695,39.0,72800,64,65-74,Yes,,125000.0,Approved
20%-<30%,1,9,Joint,2.0,White,2.0,2,1,3,2,20.41,1,32,4689,129.0,72800,26,35-44,No,No,155000.0,Approved
,9,9,Female,2.0,Black or African American,5.0,2,4,0,2,71.92,1,31,1097,245.0,72800,0,35-44,No,,225000.0,Approved
43,3,10,Female,2.0,White,5.0,2,1,1,2,18.06,1,4,4702,78.0,72800,74,55-64,No,,75000.0,Approved
30%-<36%,1,10,Female,2.0,Black or African American,5.0,2,1,3,2,54.66,1,31,3297,85.0,72800,63,65-74,Yes,,95000.0,Approved
30%-<36%,1,10,Male,2.0,Black or African American,5.0,2,1,3,2,54.79,1,32,4247,70.0,72800,68,55-64,No,,95000.0,Approved
,9,9,Male,2.0,White,5.0,2,4,0,2,11.16,1,32,4588,120.0,72800,72,55-64,Yes,,125000.0,Approved
30%-<36%,3,10,Female,1.0,White,5.0,2,2,0,2,22.05,1,31,2562,18.0,72800,63,65-74,Yes,,65000.0,Approved
20%-<30%,3,10,Male,2.0,White,5.0,2,1,1,2,16.03,1,31,3082,70.0,72800,50,55-64,No,,115000.0,Approved
>60%,1,10,Male,2.0,Black or African American,5.0,2,3,0,2,92.91,1,32,2455,29.0,72800,77,65-74,Yes,,165000.0,Denied
48,1,10,Female,2.0,White,5.0,2,1,3,2,31.27,1,32,2437,41.0,72800,70,45-54,No,,105000.0,Approved
48,1,10,Female,2.0,White,5.0,2,1,1,2,19.26,1,31,3437,202.0,72800,66,55-64,No,,105000.0,Approved
47,2,10,Male,3.0,White,5.0,2,1,2,2,10.23,3,1,3039,133.0,72800,45,45-54,No,,385000.0,Approved
49,2,9,Joint,2.0,White,1.0,2,3,0,2,82.02,1,32,2242,69.0,72800,0,25-34,No,No,215000.0,Denied
20%-<30%,1,10,Male,2.0,White,5.0,2,3,0,2,12.21,1,31,2743,25.0,72800,64,>74,Yes,,105000.0,Denied
,9,9,Sex Not Available,4.0,Race Not Available,4.0,3,6,0,2,40.44,1,32,5722,,72800,44,8888,,,215000.0,Approved
43,9,1,Joint,2.0,White,2.0,2,1,1,2,40.44,1,32,5722,55.0,72800,44,45-54,No,No,215000.0,Approved
39,2,10,Male,2.0,White,5.0,2,3,0,2,39.72,1,32,3756,87.0,72800,65,35-44,No,,75000.0,Denied
37,3,10,Male,2.0,White,5.0,2,3,0,2,42.38,1,32,4670,35.0,72800,55,35-44,No,,35000.0,Denied
<20%,9,9,Female,2.0,White,5.0,2,3,0,2,93.39,1,4,2935,350.0,72800,61,45-54,No,,185000.0,Denied
39,1,10,Male,3.0,Race Not Available,5.0,2,1,3,2,98.78,1,32,3197,65.0,72800,67,55-64,No,,75000.0,Approved
>60%,3,10,Female,2.0,Race Not Available,5.0,2,3,0,2,27.58,1,1,3963,10.0,72800,62,35-44,No,,105000.0,Denied
46,2,10,Female,2.0,White,5.0,2,1,3,2,22.11,1,31,3799,69.0,72800,60,35-44,No,,75000.0,Approved
,9,9,Male,2.0,White,5.0,2,4,0,2,44.55,1,31,5194,130.0,72800,30,45-54,No,,215000.0,Approved
20%-<30%,9,1,Joint,2.0,Joint,2.0,2,1,3,2,35.43,1,32,2650,148.0,72800,41,45-54,No,No,205000.0,Approved
20%-<30%,9,2,Joint,2.0,White,2.0,2,1,3,2,21.47,1,31,4109,113.0,72800,0,35-44,No,No,95000.0,Approved
46,9,1,Joint,3.0,Black or African American,3.0,2,1,3,2,96.29,1,32,2936,41.0,72800,78,65-74,Yes,Yes,65000.0,Approved
30%-<36%,3,10,Male,1.0,Race Not Available,5.0,2,3,0,2,40.8,1,31,3591,52.0,72800,68,35-44,No,,85000.0,Denied
,9,9,Joint,2.0,White,2.0,2,4,0,2,10.05,1,31,4258,197.0,72800,54,55-64,No,No,195000.0,Approved
,9,9,Female,2.0,White,5.0,2,4,0,2,28.24,1,32,3074,40.0,72800,63,35-44,No,,95000.0,Approved
20%-<30%,9,1,Joint,2.0,White,2.0,2,1,3,2,13.88,1,32,1635,134.0,72800,68,45-54,No,No,145000.0,Approved
,9,9,Male,2.0,White,5.0,2,4,0,2,17.11,1,31,7844,77.0,72800,23,35-44,No,,235000.0,Approved
,9,9,Joint,2.0,White,2.0,2,4,0,2,27.38,1,32,6260,44.0,72800,66,65-74,Yes,Yes,105000.0,Approved
42,2,9,Joint,2.0,White,2.0,2,1,3,2,54.79,1,31,4247,28.0,72800,68,45-54,No,No,55000.0,Approved
41,2,10,Female,2.0,Black or African American,5.0,2,1,0,2,89.01,1,1,1775,95.0,72800,67,35-44,No,,55000.0,Approved
41,1,9,Joint,2.0,White,2.0,2,1,3,2,11.16,1,32,4588,158.0,72800,72,55-64,Yes,Yes,135000.0,Approved
45,3,10,Female,1.0,White,5.0,2,2,0,2,33.04,1,32,5439,47.0,72800,63,25-34,No,,95000.0,Approved
>60%,2,10,Male,2.0,Black or African American,5.0,2,3,0,2,54.66,1,31,3297,64.0,72800,63,35-44,No,,225000.0,Denied
,9,9,Male,2.0,White,5.0,2,5,0,2,33.15,1,31,3849,115.0,72800,45,35-44,No,,105000.0,Approved
<20%,1,10,Male,2.0,Black or African American,5.0,2,3,0,2,59.69,1,32,7088,64.0,72800,47,45-54,No,,45000.0,Denied
44,3,10,Female,2.0,Black or African American,5.0,2,3,0,2,54.66,1,31,3297,60.0,72800,63,45-54,No,,115000.0,Denied
<20%,1,9,Joint,2.0,White,2.0,2,1,3,2,21.02,1,32,2626,150.0,72800,66,45-54,No,No,135000.0,Approved
,9,9,Joint,2.0,White,11.0,2,4,0,2,20.34,1,32,4184,167.0,72800,67,45-54,No,No,125000.0,Approved
20%-<30%,9,1,Joint,2.0,White,2.0,2,1,3,2,16.53,1,1,2172,,72800,36,45-54,No,No,355000.0,Approved
,9,9,Female,14.0,Black or African American,5.0,2,4,0,2,92.82,1,2,2367,112.0,72800,0,45-54,No,,55000.0,Approved
30%-<36%,1,10,Male,2.0,White,5.0,2,1,1,2,22.43,1,32,5305,80.0,72800,43,<25,No,,155000.0,Approved
,9,9,Male,2.0,White,5.0,2,3,0,2,18.72,3,31,3804,,72800,67,55-64,No,,75000.0,Denied
20%-<30%,2,9,Joint,2.0,Asian,2.0,2,3,0,2,22.43,1,32,5305,93.0,72800,43,45-54,No,No,205000.0,Denied
30%-<36%,2,10,Male,2.0,Asian,5.0,2,1,3,2,22.43,1,32,5305,60.0,72800,43,55-64,No,,195000.0,Approved
47,2,10,Male,2.0,White,5.0,2,1,3,2,63.22,1,32,3404,53.0,72800,63,55-64,No,,85000.0,Approved
20%-<30%,1,10,Female,2.0,White,5.0,2,3,0,2,18.25,1,31,3688,103.0,72800,63,65-74,Yes,,105000.0,Denied
,9,9,Male,2.0,Black or African American,5.0,2,4,0,2,97.32,1,31,3327,41.0,72800,75,>74,Yes,,45000.0,Approved
20%-<30%,3,10,Female,2.0,White,5.0,2,3,0,2,12.22,1,32,4296,102.0,72800,58,45-54,No,,225000.0,Denied
,9,9,Female,2.0,White,5.0,2,3,0,2,18.25,2,31,3688,,72800,63,65-74,Yes,,105000.0,Denied
30%-<36%,1,10,Female,2.0,White,5.0,2,1,1,2,72.92,1,32,2441,62.0,72800,66,55-64,No,,145000.0,Approved
20%-<30%,1,10,Male,1.0,White,5.0,2,1,1,2,24.61,1,32,2954,118.0,72800,44,35-44,No,,205000.0,Approved
20%-<30%,3,9,Female,3.0,Race Not Available,3.0,2,1,3,2,21.72,1,32,4987,84.0,72800,66,25-34,No,No,125000.0,Approved
45,2,10,Sex Not Available,3.0,Race Not Available,5.0,2,1,1,2,16.52,1,1,1895,130.0,72800,55,65-74,Yes,,265000.0,Approved
,9,9,Male,2.0,Black or African American,5.0,2,4,0,2,31.35,2,32,3646,44.0,72800,42,55-64,Yes,,175000.0,Approved
30%-<36%,1,10,Male,2.0,White,5.0,2,3,0,2,10.88,1,32,3427,80.0,72800,48,45-54,No,,245000.0,Denied
30%-<36%,2,9,Joint,2.0,White,2.0,2,1,3,2,21.72,1,32,4987,89.0,72800,66,45-54,No,No,115000.0,Approved
38,3,10,Female,3.0,2 or more minority races,5.0,2,3,0,2,98.05,1,32,3644,48.0,72800,74,45-54,No,,65000.0,Denied
49,1,10,Female,2.0,White,5.0,2,1,3,2,22.77,1,31,1265,59.0,72800,37,55-64,No,,65000.0,Approved
30%-<36%,1,10,Female,2.0,Black or African American,5.0,2,3,0,2,23.35,1,32,3838,84.0,72800,57,45-54,No,,175000.0,Denied
>60%,1,10,Male,3.0,White,5.0,2,3,0,2,16.36,1,32,3894,30.0,72800,64,55-64,No,,135000.0,Denied
<20%,3,9,Joint,2.0,White,2.0,2,3,0,2,9.61,1,32,5817,152.0,72800,76,35-44,No,No,215000.0,Denied
30%-<36%,2,10,Female,2.0,Black or African American,5.0,2,3,0,2,63.22,1,31,3404,61.0,72800,63,45-54,No,,135000.0,Denied
<20%,3,10,Male,2.0,White,5.0,2,1,3,2,9.61,1,32,5817,152.0,72800,76,35-44,No,,215000.0,Approved
<20%,3,10,Female,2.0,Black or African American,5.0,2,3,0,2,94.79,1,31,2534,83.0,72800,65,55-64,No,,35000.0,Denied
40,3,9,Joint,3.0,Race Not Available,3.0,2,1,1,2,40.44,1,1,5722,133.0,72800,44,45-54,No,No,215000.0,Approved
46,1,10,Male,2.0,White,5.0,2,3,0,2,55.83,1,2,3251,21.0,72800,69,65-74,Yes,,45000.0,Denied
44,1,10,Female,1.0,White,5.0,2,1,3,2,28.85,1,32,4540,63.0,72800,46,45-54,No,,115000.0,Approved
>60%,3,10,Male,2.0,Black or African American,5.0,2,3,0,2,93.39,1,31,2935,15.0,72800,61,>74,Yes,,25000.0,Denied
>60%,2,10,Male,2.0,Asian,5.0,2,3,0,2,22.6,1,32,6023,73.0,72800,37,45-54,No,,255000.0,Denied
,9,9,Female,2.0,White,5.0,2,4,0,2,8.12,1,31,2696,270.0,72800,68,55-64,No,,95000.0,Approved
39,1,9,Joint,2.0,White,2.0,2,3,0,2,44.8,1,32,4656,108.0,72800,0,55-64,Yes,No,115000.0,Denied
,9,9,Female,2.0,White,5.0,2,5,0,2,12.27,1,31,4979,63.0,72800,68,45-54,No,,195000.0,Approved
30%-<36%,3,10,Female,,Black or African American,5.0,2,1,3,2,98.14,1,32,1507,21.0,72800,71,65-74,Yes,,55000.0,Approved
30%-<36%,3,10,Male,1.0,White,5.0,2,1,3,2,23.74,1,31,4389,60.0,72800,67,35-44,No,,95000.0,Approved
30%-<36%,1,10,Female,2.0,White,5.0,2,1,3,2,8.31,1,32,2793,91.0,72800,58,55-64,Yes,,265000.0,Approved
,9,9,Male,2.0,White,5.0,2,4,0,2,16.23,1,32,3105,100.0,72800,72,45-54,No,,155000.0,Approved
30%-<36%,1,10,Female,2.0,Black or African American,5.0,2,3,0,2,21.63,1,32,5451,102.0,72800,40,55-64,Yes,,155000.0,Denied
43,3,10,Female,2.0,Black or African American,5.0,2,1,1,2,54.66,1,32,3297,60.0,72800,63,45-54,No,,145000.0,Approved
,9,9,Male,2.0,White,5.0,2,4,0,2,11.3,1,1,3541,120.0,72800,0,25-34,No,,345000.0,Approved
,9,9,Male,2.0,Asian,5.0,2,4,0,2,26.66,1,32,4055,101.0,72800,0,>74,Yes,,235000.0,Approved
,9,9,Female,2.0,Race Not Available,5.0,2,4,0,2,98.3,2,1,2943,87.0,72800,71,<25,No,,105000.0,Approved
49,2,10,Female,2.0,White,5.0,2,1,3,2,43.82,1,32,5157,38.0,72800,65,45-54,No,,75000.0,Approved
20%-<30%,1,9,Joint,2.0,White,2.0,2,1,3,2,17.3,1,32,4508,137.0,72800,34,65-74,Yes,Yes,165000.0,Approved
30%-<36%,1,10,Female,2.0,White,5.0,2,1,1,2,28.24,1,32,3074,29.0,72800,63,35-44,No,,75000.0,Approved
,9,9,Joint,2.0,Race Not Available,2.0,2,4,0,2,27.58,1,1,3963,169.0,72800,62,35-44,No,No,105000.0,Approved
>60%,3,9,Joint,3.0,White,3.0,2,3,0,2,42.38,1,32,4670,80.0,72800,55,45-54,No,No,115000.0,Denied
20%-<30%,3,10,Female,2.0,White,5.0,2,3,0,2,32.05,1,31,3529,79.0,72800,41,35-44,No,,115000.0,Denied
36,2,10,Female,2.0,Black or African American,5.0,2,1,1,2,96.74,1,32,5184,66.0,72800,76,55-64,No,,115000.0,Approved
36,3,10,Male,2.0,American Indian or Alaska Native,5.0,2,3,0,2,25.4,1,32,2697,41.0,72800,36,35-44,No,,75000.0,Denied
49,3,10,Female,3.0,Race Not Available,5.0,2,3,0,2,31.35,1,31,3646,19.0,72800,42,>74,Yes,,105000.0,Denied
30%-<36%,1,10,Female,2.0,White,5.0,2,1,3,2,38.4,1,31,7112,53.0,72800,27,25-34,No,,165000.0,Approved
